# %ECSV 1.0
# ---
# delimiter: ','
# meta: !!omap
# - RELEASE: Gaia FPR
# - TABLE: lens_outlier
# - DESCRIPTION: >
#     This table contains the individual observations that have been discarded from the analysis of the gravitational lenses around the list of sourceIds tabulated in the lens candidate table. These are observations that could not be associated with any of the components assigned to the source of interest.
# - CITATION: >
#     How to cite and acknowledge Gaia: 
#     https://gea.esac.esa.int/archive/documentation/credits.html 
# - KNOWN_ISSUES: >
#     Known issues: 
#     https://www.cosmos.esa.int/web/gaia-users/known-issues 
# - DOCUMENTATION: >
#     Tutorials and documentation: 
#     https://www.cosmos.esa.int/web/gaia-users/archive 
# datatype:
# - 
#   name: solution_id
#   datatype: int64
#   description: Solution Identifier
#   meta:
#     ucd: meta.version
# - 
#   name: source_id
#   datatype: int64
#   description: Unique source identifier
#   meta:
#     ucd: meta.id;meta.main
# - 
#   name: outlier_id
#   datatype: int32
#   description: Counter for the outliers of each component
#   meta:
#     ucd: meta.number
# - 
#   name: ra_obs
#   datatype: float64
#   unit: deg
#   description: Right ascension of each individual outlier observation
#   meta:
#     ucd: pos.eq.ra
# - 
#   name: dec_obs
#   datatype: float64
#   unit: deg
#   description: Declination of each individual outlier observation
#   meta:
#     ucd: pos.eq.dec
# - 
#   name: g_flux_obs
#   datatype: float64
#   unit: "'electron'.s**-1"
#   description: Flux value of each individual outlier observation
#   meta:
#     ucd: phot.flux;em.opt
# - 
#   name: g_flux_obs_error
#   datatype: float32
#   unit: "'electron'.s**-1"
#   description: Flux error value of each individual outlier observation
#   meta:
#     ucd: stat.error;phot.flux
# - 
#   name: g_mag_obs
#   datatype: float32
#   unit: mag
#   description: Onboard G magnitudes of each individual outlier observation
#   meta:
#     ucd: phot.mag;em.opt
# - 
#   name: epoch_obs
#   datatype: float64
#   unit: d
#   description: Epoch of the individual outlier observation
#   meta:
#     ucd: stat.error;phot.mag
solution_id,source_id,outlier_id,ra_obs,dec_obs,g_flux_obs,g_flux_obs_error,g_mag_obs,epoch_obs
4311356335145164801,26361066154352384,1,38.25490135087115,12.545263888821237,181.969831920523,3.402266,20.140625,2036.3133013495897
4311356335145164801,26361066154352384,2,38.25482785899346,12.545182701693092,163.31509131224354,3.438012,20.140625,1823.1180559339377
4311356335145164801,13744135865498624,1,47.930678644637666,8.355751471496049,110.86623689907637,3.2217934,20.265625,2198.1581401540807
4311356335145164801,21640106821907456,1,41.4673608501243,9.686183599163222,107.65365178882502,5.7851357,20.359375,1822.8651258888885
4311356335145164801,502854771219072,1,44.758463481535664,1.7209800320640212,135.30921493644118,3.5717769,20.296875,1821.35915395774
4311356335145164801,502854771219072,2,44.758502203014395,1.720920393374125,122.62241847293315,3.0908945,20.3125,2066.888683101658
4311356335145164801,23707944596370432,1,35.56658777593354,9.093190572213333,171.68315466596036,5.29676,20.140625,2246.3947586089657
4311356335145164801,17170179737895168,1,48.530731298093855,11.449837701160911,132.45129179778428,5.8014026,20.28125,2066.5567529062337
4311356335145164801,17170179737895168,2,48.53064504236687,11.449893008306045,203.14779921086168,7.3044963,20.28125,2221.581297083554
4311356335145164801,17170179737895168,3,48.53073524722641,11.449916981681266,128.05460319798738,3.6699595,20.4375,2035.3181144705434
4311356335145164801,13073880449404544,1,53.41484171325114,10.500180708761102,89.59234056127322,2.918978,20.65625,1826.5387316575175
4311356335145164801,13073880449404544,2,53.41526114119334,10.501097078045754,507.07427978515625,24.32642,20.640625,1839.7927512249871
4311356335145164801,13073880449404544,3,53.41475496018897,10.500085019962649,90.77324616808494,3.2572124,20.765625,1874.0177320590449
4311356335145164801,25870546529576704,1,40.93747715140684,12.861801674327992,100.47683244588274,4.7770176,20.453125,2064.5573560741645
4311356335145164801,18627548041012352,1,41.24415543999425,6.616378535968023,254.66319315156363,4.105072,19.875,2065.385902234163
4311356335145164801,18627548041012352,2,41.244094324159526,6.616449124367669,233.9809799985656,4.9061923,19.859375,2417.682803592017
4311356335145164801,17871530717863680,1,49.90708711187386,13.730640683845637,157.4881859286435,3.997787,20.125,2034.6413702983264
4311356335145164801,17871530717863680,2,49.907090567857075,13.730648614732498,154.74531604639134,4.1069846,19.953125,2034.5673561449933
4311356335145164801,290786466052736,1,44.48189482693167,0.8121947973979268,82.44526358085922,4.259943,20.734375,2389.195302261258
4311356335145164801,9932369570291584,1,51.08886493486594,7.122997313195285,99.30914438357854,2.9498458,20.78125,2198.3322158148694
4311356335145164801,24667856902050688,1,36.94692537498688,11.266381730760253,94.68975122012006,4.398934,20.328125,2197.1642056313417
4311356335145164801,5652559214191360,1,40.56592328546853,3.906535380194844,438.1683349609375,26.987127,20.5625,2195.908905214637
4311356335145164801,26994831528328192,1,39.40930118850511,14.128643295593404,253.4259805874085,5.970239,19.75,1844.0427549619392
4311356335145164801,24698398414722688,1,36.858895917528415,11.63128649539646,134.776545639782,5.708134,20.5,2438.857252587838
4311356335145164801,3172400284431744,1,48.019514942278434,4.638175454113943,96.8561386823762,3.2285662,20.6875,2572.203188664166
4311356335145164801,3172400284431744,2,48.019578502077394,4.638185159313716,100.56593110127741,4.3377123,20.546875,2442.9351448472034
4311356335145164801,7686548351209600,1,45.57168121434846,7.27410991668719,113.07383407593416,3.7997494,20.5,2388.866307666254
4311356335145164801,7686548351209600,2,45.57169779546726,7.274132018040037,119.9480279232603,7.1069274,20.421875,2013.5683744873959
4311356335145164801,7686548351209600,3,45.57167477726925,7.27419514714545,144.29706250039075,7.3096867,20.578125,2416.934152227263
4311356335145164801,3426902865968768,1,46.8643822013513,4.168019952673957,162.7607756062328,3.3465185,20.109375,1822.5359038950237
4311356335145164801,20001044222538752,1,38.862351312165096,8.167619447395635,215.0341532456727,4.0209646,19.953125,2417.681028183475
4311356335145164801,22761956574933248,1,36.82911096646225,8.576991807792613,,,20.125,2064.0613045332493
4311356335145164801,22761956574933248,2,36.829166698248656,8.57714454871858,62.062129974365234,21.08626,20.3125,2010.8917829685415
4311356335145164801,22761956574933248,3,36.829156430339694,8.577158875288818,446.71051025390625,32.079063,20.890625,1844.0381051901068
4311356335145164801,22761956574933248,4,36.82909585344657,8.577151833291339,,,20.0625,2037.3887003181903
4311356335145164801,9407284049761792,1,50.18561697987948,6.327311644950701,35.671024698138304,3.1286454,20.9375,1872.8409670080684
4311356335145164801,9407284049761792,2,50.18654209146166,6.328517362051768,148.48522954504386,3.9723938,20.359375,1872.7669672436837
4311356335145164801,9407284049761792,3,50.18566878458479,6.327373267837795,42.889213403235246,4.1109295,20.59375,2014.8929541751152
4311356335145164801,9407284049761792,4,50.18660783148453,6.328632892387848,180.89063144340088,3.6134055,20.15625,2416.6866173693898
4311356335145164801,3044685136276736,1,49.37463774127435,4.692298173398715,116.36152031793141,4.755816,20.421875,2014.820283232121
4311356335145164801,1575398299778560,1,43.602850610727124,2.7572989732555957,515.7820434570312,29.243896,20.296875,2037.8205927269555
4311356335145164801,20234793522502272,1,39.40323042240021,9.163292123530136,207.8760966922418,3.8199291,20.0625,2572.209289966951
4311356335145164801,20234793522502272,2,39.40328137731547,9.163312979945474,208.78835586570634,5.630321,19.65625,2011.56717846158
4311356335145164801,20234793522502272,3,39.40321771950583,9.163299530231125,210.7591893341414,4.1864796,19.828125,2247.1434576287947
4311356335145164801,25540177644925312,1,41.81639485858607,12.17677487859494,59.23185773541868,7.7085576,20.6875,2248.0702167166787
4311356335145164801,25540177644925312,2,41.81638191313012,12.176771994349947,89.57410823111883,4.1259227,20.546875,1823.6165625503668
4311356335145164801,24431560686089728,1,36.99600502280103,10.782591596119085,133.7443277414215,4.89796,20.3125,2063.8835957962574
4311356335145164801,6941216906356864,1,46.18202902087859,5.877701997710788,308.1835318616307,6.10264,19.4375,2600.921598989165
4311356335145164801,25652877586849536,1,40.50661824394161,11.868999113568469,105.13493812657832,3.1771653,20.3125,2622.4235174867895
4311356335145164801,25652877586849536,2,40.506704049442185,11.869042692055807,68.21300721086746,3.0773218,20.875,2416.605718956184
4311356335145164801,25652877586849536,3,40.50670892454648,11.869075873866088,91.76434373694843,6.8544464,20.671875,2036.138508329513
4311356335145164801,2958236036278400,1,50.0462617563547,4.304933567814285,162.77230284119779,4.615632,20.890625,2390.1918246581117
4311356335145164801,2958236036278400,2,50.04584652431635,4.304990898528001,54.644608376264266,7.335492,20.671875,2622.739972859758
4311356335145164801,2958236036278400,3,50.04513110994059,4.304537333576649,93.55903747402951,3.9234796,20.8125,1823.2849091512244
4311356335145164801,2958236036278400,4,50.04590949709873,4.304973121949865,23.61268013260647,4.2834578,20.9375,1823.2849090034233
4311356335145164801,1121914177875456,1,46.32619159803019,3.407960769654337,130.2197328347861,4.5261364,20.3125,2442.6124070614856
4311356335145164801,5177016139742848,1,43.516406650596785,4.321813422335376,88.69342849337806,3.9764614,20.59375,1871.5187443615205
4311356335145164801,5177016139742848,2,43.5164432360705,4.3219040979932775,100.20470811243376,2.8666985,20.46875,2037.5698143547645
4311356335145164801,688294279538816,1,46.32352019398921,2.020946692626459,130.30064392089844,22.249035,20.3125,1821.8587797276493
4311356335145164801,688294279538816,2,46.32352618795794,2.020968736860493,172.73237102553304,7.382796,20.1875,2037.6460903037932
4311356335145164801,688294279538816,3,46.32347915774624,2.020876568682993,126.28248137665233,3.4198294,20.3125,2571.4527303501413
4311356335145164801,688294279538816,4,46.32261039334629,2.0205066092089177,282.5882675553032,3.9883578,19.53125,1821.8587799886152
4311356335145164801,20816027151803136,1,41.916301387701594,9.23429801338104,89.50238971160967,4.531192,20.40625,2012.3169958142325
4311356335145164801,20816027151803136,2,41.916334532987385,9.234289726383373,102.97477982849156,7.2106175,20.5,1843.0398880799592
4311356335145164801,3537678662411392,1,46.93270701316104,4.420312279139994,92.8688614422931,4.178649,20.453125,2442.611523186273
4311356335145164801,5156438951982464,1,43.04071736025237,4.1305255812071575,192.16459592647146,6.3354683,20.03125,2221.824444013048
4311356335145164801,10737521319257216,1,50.900821070387934,7.678497885439751,212.7571268180058,3.539891,19.859375,1824.7871188975714
4311356335145164801,1429919167569536,1,42.67634367492174,2.0621099371950917,161.71392213473433,5.4098725,20.1875,2013.0724291764795
4311356335145164801,1429919167569536,2,42.677603690601096,2.0630412691237225,19.908507549378854,4.830337,20.9375,2246.138191371027
4311356335145164801,1664218223191296,1,43.761828867530305,3.236389799336135,92.60295871368183,5.816882,20.5,2221.5740264677897
4311356335145164801,1664218223191296,2,43.76185597053308,3.2363264680169355,160.76825939601858,5.640904,20.6875,2196.0831128598525
